iterations,fitness,time,pop,mate,mutate,trial
390,0.0802881244941,0.687398534996,100,50,50,1
400,0.0838356220621,0.706339309996,100,50,50,1
410,0.0870058043597,0.713837752999,100,50,50,1
420,0.0825366569514,0.739808623002,100,50,50,1
430,0.0828039372541,0.747124827998,100,50,50,1
440,0.0801940413176,0.775528400998,100,50,50,1
450,0.0804293558899,0.782823238995,100,50,50,1
460,0.0852143049836,0.793013872993,100,50,50,1
470,0.0922420740526,0.803904307999,100,50,50,1
480,0.0903121688175,0.829057247,100,50,50,1
490,0.0928247386439,0.837554471,100,50,50,1
500,0.0857835248428,0.845418621,100,50,50,1
510,0.0879146885235,0.862990187001,100,50,50,1
520,0.0858687267857,0.871866239999,100,50,50,1
530,0.0857794210904,0.881845446995,100,50,50,1
540,0.0832704561955,0.891079021996,100,50,50,1
550,0.0769473643748,0.908036110995,100,50,50,1
560,0.0773835331509,0.915349987998,100,50,50,1
570,0.0840507551511,0.933306747,100,50,50,1
580,0.0865186047825,0.942886776997,100,50,50,1
590,0.0812627412221,0.959056444,100,50,50,1
600,0.0812079555895,0.966165443002,100,50,50,1
610,0.0850473115285,0.983902589003,100,50,50,1
620,0.0879572826359,0.994338609999,100,50,50,1
630,0.0862269971408,1.007571832,100,50,50,1
640,0.0849846371045,1.025730512,100,50,50,1
650,0.0864269994263,1.03254953599,100,50,50,1
660,0.0809446845218,1.039165624,100,50,50,1
670,0.088616787056,1.04929986499,100,50,50,1
680,0.085036567562,1.063704197,100,50,50,1
690,0.0883127545271,1.077920588,100,50,50,1
700,0.0824633988738,1.09305812899,100,50,50,1
710,0.0872033638028,1.11003381499,100,50,50,1
720,0.0907813264301,1.12415996599,100,50,50,1
730,0.0915647385744,1.13386447299,100,50,50,1
740,0.0934568379243,1.15072830099,100,50,50,1
750,0.0917041186683,1.15759238899,100,50,50,1
760,0.0877112579771,1.16515347899,100,50,50,1
770,0.0893937532281,1.17155195299,100,50,50,1
780,0.0871227594608,1.18575239799,100,50,50,1
790,0.0816001760526,1.20406290198,100,50,50,1
800,0.0898029597826,1.21174661498,100,50,50,1
810,0.090959147441,1.22047164498,100,50,50,1
820,0.0946332983841,1.22792125398,100,50,50,1
830,0.0943811949014,1.23575624899,100,50,50,1
840,0.0862574806914,1.24254117199,100,50,50,1
850,0.0958730736195,1.26044984799,100,50,50,1
860,0.0927283845971,1.26690779399,100,50,50,1
870,0.0905278418199,1.27382244798,100,50,50,1
880,0.09296709944,1.28004865598,100,50,50,1
890,0.0872272143891,1.28721855798,100,50,50,1
900,0.0908200972384,1.30504854298,100,50,50,1
910,0.0873764790677,1.31672967798,100,50,50,1
920,0.0971888779975,1.32311330698,100,50,50,1
930,0.0837904332566,1.33033990498,100,50,50,1
940,0.0878677258817,1.33671132899,100,50,50,1
950,0.0967489233312,1.34326681498,100,50,50,1
960,0.0959872589304,1.35012529399,100,50,50,1
970,0.0976630902565,1.357027657,100,50,50,1
980,0.10170965864,1.363685203,100,50,50,1
990,0.0968984522262,1.370473444,100,50,50,1
1000,0.100289638992,1.376695987,100,50,50,1
1010,0.097343975692,1.383133822,100,50,50,1
1020,0.0997584668977,1.389348473,100,50,50,1
1030,0.0936141980267,1.744873212,100,50,50,1
1040,0.0882563722512,1.751575109,100,50,50,1
1050,0.0884624271579,1.759110832,100,50,50,1
1060,0.0909621960453,1.767362274,100,50,50,1
1070,0.0899270015958,1.77521269101,100,50,50,1
1080,0.0953387346628,1.781704106,100,50,50,1
1090,0.0961008937073,1.78818841701,100,50,50,1
1100,0.0952062316326,1.79465568601,100,50,50,1
1110,0.0970277558996,1.80156008802,100,50,50,1
1120,0.0976924209205,1.80855640501,100,50,50,1
1130,0.101377660985,1.81532523201,100,50,50,1
1140,0.0984547913081,1.82148328901,100,50,50,1
1150,0.0988255285213,1.827699213,100,50,50,1
1160,0.103057337756,1.833567567,100,50,50,1
1170,0.105111789892,1.839809098,100,50,50,1
1180,0.0957646839744,1.846053575,100,50,50,1
1190,0.0982442387259,1.852944446,100,50,50,1
1200,0.0978348792897,1.858670863,100,50,50,1
1210,0.103382066191,1.86534850501,100,50,50,1
1220,0.102987120248,1.87098964001,100,50,50,1
1230,0.104429463812,1.87736607401,100,50,50,1
1240,0.0954222860897,1.88407804401,100,50,50,1
1250,0.0898933810557,1.89112248,100,50,50,1
1260,0.0943928310009,1.899334276,100,50,50,1
1270,0.0902852322418,1.906773597,100,50,50,1
1280,0.0911130789079,1.91409570401,100,50,50,1
1290,0.0895754690305,1.92250559701,100,50,50,1
1300,0.0909641366733,1.92949279801,100,50,50,1
1310,0.0894252266906,1.93664991901,100,50,50,1
1320,0.0892070933322,1.94361074901,100,50,50,1
1330,0.0937950933148,1.95105690001,100,50,50,1
1340,0.0956302779584,1.95803855202,100,50,50,1
1350,0.091143888133,1.96593642802,100,50,50,1
1360,0.0923655384728,1.97357681802,100,50,50,1
1370,0.0878161880157,1.98152855302,100,50,50,1
1380,0.0927969354851,1.99017016202,100,50,50,1
1390,0.0914240493159,1.99685913502,100,50,50,1
1400,0.0953243241936,2.00277142202,100,50,50,1
1410,0.0907416878641,2.01043384102,100,50,50,1
1420,0.0867794621054,2.01711945402,100,50,50,1
1430,0.0878772604457,2.02390519502,100,50,50,1
1440,0.0912039518369,2.03149938002,100,50,50,1
1450,0.0952652301873,2.03901558702,100,50,50,1
1460,0.0968398131651,2.04521079002,100,50,50,1
1470,0.0969102106504,2.05276635002,100,50,50,1
1480,0.0937744217318,2.05952095402,100,50,50,1
1490,0.0934839381229,2.06654626502,100,50,50,1
1500,0.0961509465197,2.07414185502,100,50,50,1
1510,0.090443650838,2.08265580102,100,50,50,1
1520,0.0891018588393,2.08906413702,100,50,50,1
1530,0.0926374414543,2.09694093002,100,50,50,1
1540,0.0875832516968,2.10336784402,100,50,50,1
1550,0.0799181360726,2.11014019302,100,50,50,1
1560,0.0825119045409,2.11715059102,100,50,50,1
1570,0.0873824957953,2.12483286502,100,50,50,1
1580,0.089438677562,2.13128238101,100,50,50,1
1590,0.0893018411558,2.13850900502,100,50,50,1
1600,0.0898684451667,2.14464797502,100,50,50,1
1610,0.100372269373,2.15127900602,100,50,50,1
1620,0.0975054809513,2.15705083302,100,50,50,1
1630,0.0928342259787,2.16384484201,100,50,50,1
1640,0.0972892879036,2.17068961001,100,50,50,1
1650,0.087743295263,2.17737468101,100,50,50,1
1660,0.0912887829827,2.18369653402,100,50,50,1
1670,0.0936974829618,2.19076307302,100,50,50,1
1680,0.0923377581835,2.19714253202,100,50,50,1
1690,0.0939789016606,2.20425995802,100,50,50,1
1700,0.0935678787286,2.21214027202,100,50,50,1
1710,0.098979403803,2.22363281302,100,50,50,1
1720,0.0924641032631,2.24205098602,100,50,50,1
1730,0.0985943182299,2.25095305603,100,50,50,1
1740,0.0919116096899,2.25871199803,100,50,50,1
1750,0.0944327875344,2.26759552703,100,50,50,1
1760,0.100689037948,2.27440677303,100,50,50,1
1770,0.0975757649233,2.28102707203,100,50,50,1
1780,0.0989516917943,2.28816173903,100,50,50,1
1790,0.0970736550509,2.29432904303,100,50,50,1
1800,0.0926857575188,2.30221193403,100,50,50,1
1810,0.0953564808898,2.30903999503,100,50,50,1
1820,0.091349093888,2.31692883803,100,50,50,1
1830,0.0911798328638,2.32326292503,100,50,50,1
1840,0.0910662327646,2.33067533202,100,50,50,1
1850,0.0946215486681,2.33717471802,100,50,50,1
1860,0.0907603487244,2.34399341902,100,50,50,1
1870,0.0925604823236,2.35031347902,100,50,50,1
1880,0.0822759317476,2.35730431502,100,50,50,1
1890,0.0879466916744,2.36417972601,100,50,50,1
1900,0.082475969901,2.37384550201,100,50,50,1
1910,0.0846461942342,2.38129216502,100,50,50,1
1920,0.0876970326482,2.38789301201,100,50,50,1
1930,0.0790295151016,2.39553710501,100,50,50,1
1940,0.0840395927003,2.40358744501,100,50,50,1
1950,0.082612410978,2.41121954401,100,50,50,1
1960,0.0922357789718,2.41806171301,100,50,50,1
1970,0.0962675668209,2.42512831901,100,50,50,1
1980,0.0931919553406,2.43115179601,100,50,50,1
1990,0.0912901750013,2.43800201401,100,50,50,1
2000,0.0923510147046,2.44408359901,100,50,50,1
2010,0.0861737237703,2.45294080901,100,50,50,1
2020,0.0853942685353,2.45951530201,100,50,50,1
2030,0.0942321259238,2.46665010401,100,50,50,1
2040,0.0874213728257,2.47312140401,100,50,50,1
2050,0.0913146065048,2.47927115202,100,50,50,1
2060,0.0918044363714,2.48537098802,100,50,50,1
2070,0.0861437084554,2.49226009902,100,50,50,1
2080,0.0866234909534,2.49877398401,100,50,50,1
2090,0.0905721713765,2.50640156701,100,50,50,1
2100,0.092828167437,2.51284669802,100,50,50,1
2110,0.0921364146936,2.51948146202,100,50,50,1
2120,0.0937750041572,2.52603884602,100,50,50,1
2130,0.0900330379493,2.53365469101,100,50,50,1
2140,0.0906504737484,2.54132149101,100,50,50,1
2150,0.0856135565526,2.54873971801,100,50,50,1
2160,0.0884538439718,2.55519059801,100,50,50,1
2170,0.0893462133377,2.56240569901,100,50,50,1
2180,0.0881714236035,2.56923039301,100,50,50,1
2190,0.0878310710567,2.57670615902,100,50,50,1
2200,0.0854441208443,2.58438584902,100,50,50,1
2210,0.085192397619,2.59139567402,100,50,50,1
2220,0.0864941199066,2.59909667702,100,50,50,1
2230,0.0926245687304,2.60675837202,100,50,50,1
2240,0.0894428416652,2.61347756702,100,50,50,1
2250,0.0828785273306,2.62048036602,100,50,50,1
2260,0.087411035794,2.62783824802,100,50,50,1
2270,0.0890827477405,2.63603821203,100,50,50,1
2280,0.0909233523006,2.64296529003,100,50,50,1
2290,0.0965608334996,2.65056329202,100,50,50,1
2300,0.0962615725567,2.65666277002,100,50,50,1
2310,0.0928254181396,2.66424620102,100,50,50,1
2320,0.0964801523986,2.67025264102,100,50,50,1
2330,0.0972129744944,2.67737390602,100,50,50,1
2340,0.0958175693167,2.68360576002,100,50,50,1
2350,0.0935612624201,2.69124943102,100,50,50,1
2360,0.0934070563857,2.69871822803,100,50,50,1
2370,0.100055686537,2.70533882803,100,50,50,1
2380,0.088286397835,2.71180457502,100,50,50,1
2390,0.0853833883948,2.71950392802,100,50,50,1
2400,0.0901674960991,2.72660846002,100,50,50,1
2410,0.0919683781332,2.73316766802,100,50,50,1
2420,0.0893447344204,2.74103476102,100,50,50,1
2430,0.0930130167247,2.74749769402,100,50,50,1
2440,0.0876980812956,2.75461915502,100,50,50,1
2450,0.0898935467345,2.76123609002,100,50,50,1
2460,0.0960216241774,2.76851976702,100,50,50,1
2470,0.0912787701782,2.77510857502,100,50,50,1
2480,0.0945123784425,2.78209138802,100,50,50,1
2490,0.094333368471,2.78847136802,100,50,50,1
2500,0.0926176569207,2.79516820302,100,50,50,1
2510,0.0948559580801,2.80374642602,100,50,50,1
2520,0.0925358458055,2.81066568802,100,50,50,1
2530,0.0945787103786,2.81777483102,100,50,50,1
2540,0.0980240717105,2.82433415602,100,50,50,1
2550,0.0966668387036,2.83041678902,100,50,50,1
2560,0.0978822450896,2.83800252602,100,50,50,1
2570,0.0944600591036,2.84402305402,100,50,50,1
2580,0.0971414912946,2.85051689502,100,50,50,1
2590,0.0935310926672,2.85759136802,100,50,50,1
2600,0.101780322302,2.86502984502,100,50,50,1
2610,0.0919799330073,2.87104727302,100,50,50,1
2620,0.0970751489837,2.87785413401,100,50,50,1
2630,0.0962976584147,2.88551794701,100,50,50,1
2640,0.0922718517354,2.89306900501,100,50,50,1
2650,0.0926471203873,2.91959657501,100,50,50,1
2660,0.100518419997,2.92858300501,100,50,50,1
2670,0.0967732770307,2.93576582801,100,50,50,1
2680,0.0958843059107,2.94265280401,100,50,50,1
2690,0.0963977851124,2.94957183601,100,50,50,1
2700,0.100664184798,2.95609162701,100,50,50,1
2710,0.0935313378782,2.96312647501,100,50,50,1
2720,0.0960243013318,2.96982402501,100,50,50,1
2730,0.0938391820583,2.97734394202,100,50,50,1
2740,0.0943964994145,2.99143416501,100,50,50,1
2750,0.0988841716437,3.00271885001,100,50,50,1
2760,0.0951170137373,3.01215263901,100,50,50,1
2770,0.0945130933323,3.01993322501,100,50,50,1
2780,0.09513637499,3.02720891302,100,50,50,1
2790,0.0927509657293,3.03465568502,100,50,50,1
2800,0.0958829889724,3.04213896302,100,50,50,1
2810,0.0951676303902,3.04843062002,100,50,50,1
2820,0.0986022709841,3.05497756202,100,50,50,1
2830,0.0918357454324,3.06144114302,100,50,50,1
2840,0.0979885908639,3.06777061602,100,50,50,1
2850,0.0941727851692,3.07668250302,100,50,50,1
2860,0.0982001034909,3.08360889502,100,50,50,1
2870,0.0941906912573,3.09011441002,100,50,50,1
2880,0.101951458476,3.09686266602,100,50,50,1
2890,0.099662241304,3.10478741802,100,50,50,1
2900,0.0939511020553,3.11184267601,100,50,50,1
2910,0.0935645611613,3.11834550901,100,50,50,1
2920,0.0933908188373,3.12585534202,100,50,50,1
2930,0.101231717627,3.13415839102,100,50,50,1
2940,0.0931110269687,3.14112986102,100,50,50,1
2950,0.0981297509675,3.14836402302,100,50,50,1
2960,0.0918342663054,3.15515179002,100,50,50,1
2970,0.101098287706,3.16281678103,100,50,50,1
2980,0.0959958510005,3.16875908303,100,50,50,1
2990,0.0935237083711,3.17777203902,100,50,50,1
3000,0.0942624062638,3.18461391402,100,50,50,1
0,0.0373277346965,0.00917123300314,100,50,30,1
10,0.0497700920487,0.019769260005,100,50,30,1
20,0.0565885853543,0.0289477700062,100,50,30,1
30,0.0634543462358,0.0386770670084,100,50,30,1
40,0.0620054869341,0.0489999010097,100,50,30,1
50,0.0615488822756,0.0566080580102,100,50,30,1
60,0.0671846214658,0.0654536740112,100,50,30,1
70,0.0732024117641,0.0736945460158,100,50,30,1
80,0.0783973080279,0.0837071130154,100,50,30,1
90,0.0797209140487,0.0910278790107,100,50,30,1
100,0.0810639197161,0.0986168210147,100,50,30,1
110,0.0838916885898,0.105578841016,100,50,30,1
120,0.082470166341,0.113194030018,100,50,30,1
130,0.0836644438934,0.121576135018,100,50,30,1
140,0.0911769360738,0.129713464019,100,50,30,1
150,0.0805870302154,0.136508614021,100,50,30,1
160,0.0888375147536,0.144255117018,100,50,30,1
170,0.0887639888013,0.15136464002,100,50,30,1
180,0.0859805136631,0.159370399022,100,50,30,1
190,0.0859282603619,0.165997674027,100,50,30,1
200,0.0898138048177,0.173751775023,100,50,30,1
210,0.081907872283,0.180802011026,100,50,30,1
220,0.0877307082715,0.188577998022,100,50,30,1
230,0.0807756401968,0.195726033024,100,50,30,1
240,0.0859324808055,0.202632570021,100,50,30,1
250,0.0909529229036,0.210220807021,100,50,30,1
260,0.0911050647602,0.217857709016,100,50,30,1
270,0.0811511956684,0.224634703016,100,50,30,1
280,0.0903396990186,0.231430170017,100,50,30,1
290,0.0863439859619,0.237819615017,100,50,30,1
300,0.0791372758028,0.246259266016,100,50,30,1
310,0.084833085007,0.253104222014,100,50,30,1
320,0.0848797315478,0.262357479012,100,50,30,1
330,0.0842209548849,0.270018564013,100,50,30,1
340,0.0848036038836,0.278206338007,100,50,30,1
350,0.0838217517808,0.284811091005,100,50,30,1
360,0.0878428369034,0.292281606002,100,50,30,1
370,0.0882573613417,0.30046074,100,50,30,1
380,0.0907460181437,0.308171495002,100,50,30,1
390,0.0847224797669,0.315287520003,100,50,30,1
400,0.0859758654123,0.323112834005,100,50,30,1
410,0.0868694487165,0.330041027002,100,50,30,1
420,0.0921459588016,0.338251821006,100,50,30,1
430,0.0937455140592,0.345599114007,100,50,30,1
440,0.0883127158168,0.354799755012,100,50,30,1
450,0.0911468361885,0.362341976012,100,50,30,1
460,0.0894615337245,0.370101622007,100,50,30,1
470,0.094909010879,0.377028127012,100,50,30,1
480,0.10022768752,0.385233580011,100,50,30,1
490,0.0904381302011,0.392782145005,100,50,30,1
500,0.0878220651502,0.400769405009,100,50,30,1
510,0.0873358540586,0.40780335301,100,50,30,1
520,0.0892066377308,0.414966468008,100,50,30,1
530,0.0869931924277,0.421982297004,100,50,30,1
540,0.0854677349019,0.428911458002,100,50,30,1
550,0.0946310650516,0.435496552003,100,50,30,1
560,0.0898700410772,0.445549812001,100,50,30,1
570,0.0950802677007,0.452727535005,100,50,30,1
580,0.100311718128,0.462048023001,100,50,30,1
590,0.094727429005,0.471433606996,100,50,30,1
600,0.0939563610777,0.477878926999,100,50,30,1
610,0.100118634062,0.485734454996,100,50,30,1
620,0.0980924559259,0.492368698993,100,50,30,1
630,0.0967383769696,0.499414410988,100,50,30,1
640,0.0963995251577,0.506702488987,100,50,30,1
650,0.0950322378942,0.514002596989,100,50,30,1
660,0.0978918642688,0.521067248992,100,50,30,1
670,0.102172019146,0.527694452991,100,50,30,1
680,0.0955098057043,0.533918576992,100,50,30,1
690,0.0901657833347,0.541816859994,100,50,30,1
700,0.0894628139993,0.548209076995,100,50,30,1
710,0.0934522472774,0.555523295996,100,50,30,1
720,0.0961342080108,0.56186645,100,50,30,1
730,0.104674791307,0.569151502998,100,50,30,1
740,0.110236349774,0.575453974998,100,50,30,1
750,0.10423292102,0.582522539997,100,50,30,1
760,0.0978095789596,0.588401109999,100,50,30,1
770,0.102626611831,0.595255704997,100,50,30,1
780,0.0904432033879,0.601447455992,100,50,30,1
790,0.096573243668,0.60792242099,100,50,30,1
800,0.0998050988147,0.614385177993,100,50,30,1
810,0.100871859425,0.620814156995,100,50,30,1
820,0.10393979347,0.627626816,100,50,30,1
830,0.10021772018,0.63618121,100,50,30,1
840,0.0889653393147,0.643465509005,100,50,30,1
850,0.0939959935853,0.652078821004,100,50,30,1
860,0.09030444677,0.659133205001,100,50,30,1
870,0.0988604078077,0.666570932997,100,50,30,1
880,0.0903971125148,0.673115332997,100,50,30,1
890,0.0901649985367,0.681294156995,100,50,30,1
900,0.0880178398632,0.688673189994,100,50,30,1
910,0.0872368225131,0.69663753199,100,50,30,1
920,0.0883940348569,0.704344068989,100,50,30,1
930,0.0967892316736,0.711462025989,100,50,30,1
940,0.0883039328276,0.718677533994,100,50,30,1
950,0.0815841980933,0.728528285996,100,50,30,1
960,0.0868050885091,0.735486421996,100,50,30,1
970,0.0945748094662,0.743186139996,100,50,30,1
980,0.103573629496,0.750388863999,100,50,30,1
990,0.103747656808,0.758031226993,100,50,30,1
1000,0.103822711279,0.764233875991,100,50,30,1
1010,0.0980205076069,0.77123032399,100,50,30,1
1020,0.102340702774,0.777353676989,100,50,30,1
1030,0.0872573878753,0.78410709399,100,50,30,1
1040,0.09316305746,0.79079712899,100,50,30,1
1050,0.0935985571055,0.797912204987,100,50,30,1
1060,0.102436763553,0.804547251988,100,50,30,1
1070,0.0985264330671,0.811256325986,100,50,30,1
1080,0.0954629581985,0.818527165982,100,50,30,1
1090,0.0921857713227,0.825564895982,100,50,30,1
1100,0.102802325035,0.832192611982,100,50,30,1
1110,0.0945666261119,0.839774960979,100,50,30,1
1120,0.0910732575324,0.845883185983,100,50,30,1
1130,0.0898195760188,0.853122508983,100,50,30,1
1140,0.0914471687555,0.860184112986,100,50,30,1
1150,0.0931919319713,0.867857896985,100,50,30,1
1160,0.0896912650564,0.874232903989,100,50,30,1
1170,0.092321130673,0.881597388987,100,50,30,1
1180,0.0954400334957,0.888106937986,100,50,30,1
1190,0.0895121944683,0.895806550987,100,50,30,1
1200,0.0940031651957,0.902782673991,100,50,30,1
1210,0.095246975947,0.910790741989,100,50,30,1
1220,0.0967363465041,0.91781482099,100,50,30,1
1230,0.102347357983,0.925003756987,100,50,30,1
1240,0.102900100197,0.931741223991,100,50,30,1
1250,0.109028995178,0.937887912987,100,50,30,1
1260,0.105397803211,0.944240185985,100,50,30,1
1270,0.106186341721,0.950940643983,100,50,30,1
1280,0.103033294979,0.95752257698,100,50,30,1
1290,0.105108638642,0.964533519982,100,50,30,1
1300,0.104352054185,0.970646904978,100,50,30,1
1310,0.106286898752,0.977505353978,100,50,30,1
1320,0.106025272883,0.984152027973,100,50,30,1
1330,0.101917936585,0.992322143975,100,50,30,1
1340,0.0962205334065,0.99871086597,100,50,30,1
1350,0.0922985287103,1.00557516897,100,50,30,1
1360,0.0978805245132,1.01267253996,100,50,30,1
1370,0.09508786499,1.02079791296,100,50,30,1
1380,0.100643020198,1.02746194496,100,50,30,1
1390,0.0940048747068,1.03565828996,100,50,30,1
1400,0.0929432253695,1.04867411796,100,50,30,1
1410,0.0893394076963,1.05583132196,100,50,30,1
1420,0.0911042672716,1.06375293995,100,50,30,1
1430,0.0891084329726,1.09014933596,100,50,30,1
1440,0.104963099367,1.09776795796,100,50,30,1
1450,0.107012343296,1.10564210596,100,50,30,1
1460,0.090475272143,1.11221432796,100,50,30,1
1470,0.0938270917426,1.12030958096,100,50,30,1
1480,0.09223056971,1.12715671396,100,50,30,1
1490,0.0939334361959,1.13435046096,100,50,30,1
1500,0.103450427353,1.14190626596,100,50,30,1
1510,0.0954867116225,1.14912060997,100,50,30,1
1520,0.095300179939,1.15629755297,100,50,30,1
1530,0.107796377292,1.16264083897,100,50,30,1
1540,0.096030005514,1.16896332497,100,50,30,1
1550,0.0985492677187,1.17873778298,100,50,30,1
1560,0.108002937971,1.18531211397,100,50,30,1
1570,0.110323389606,1.19147205397,100,50,30,1
1580,0.110509309644,1.19829034397,100,50,30,1
1590,0.108582690534,1.20557511397,100,50,30,1
1600,0.113418934689,1.21239697497,100,50,30,1
1610,0.10852423007,1.21953907397,100,50,30,1
1620,0.112856764547,1.22525736997,100,50,30,1
1630,0.112583460773,1.23153708997,100,50,30,1
1640,0.109874659442,1.23748641297,100,50,30,1
1650,0.111742075143,1.24348571897,100,50,30,1
1660,0.111521053437,1.24889753397,100,50,30,1
1670,0.108806426025,1.25624947497,100,50,30,1
1680,0.108883042309,1.26256083297,100,50,30,1
1690,0.105077513786,1.27111008597,100,50,30,1
1700,0.102172191274,1.27754155496,100,50,30,1
1710,0.101752629325,1.28354260896,100,50,30,1
1720,0.102586075682,1.29046171995,100,50,30,1
1730,0.102734495611,1.29800461896,100,50,30,1
1740,0.100811790947,1.30430835695,100,50,30,1
1750,0.10408214096,1.31200873395,100,50,30,1
1760,0.0982446210488,1.31871314294,100,50,30,1
1770,0.102991421039,1.32617332895,100,50,30,1
1780,0.114432328493,1.33273965195,100,50,30,1
1790,0.111954126755,1.33861690594,100,50,30,1
1800,0.115000371315,1.34521968195,100,50,30,1
1810,0.112003512373,1.35107033095,100,50,30,1
1820,0.113475504316,1.35707929795,100,50,30,1
1830,0.109150376148,1.36315619395,100,50,30,1
1840,0.113199078378,1.37294221194,100,50,30,1
1850,0.1126755918,1.38025861295,100,50,30,1
1860,0.11205817046,1.39000807795,100,50,30,1
1870,0.1119088974,1.39587707895,100,50,30,1
1880,0.111739492109,1.40131800795,100,50,30,1
1890,0.110337327823,1.40756530694,100,50,30,1
1900,0.113959701578,1.41403204094,100,50,30,1
1910,0.114437348413,1.42088526194,100,50,30,1
1920,0.113790389221,1.42762160694,100,50,30,1
1930,0.114338229789,1.43433309894,100,50,30,1
1940,0.112030238089,1.44103421994,100,50,30,1
1950,0.113371268184,1.44664194294,100,50,30,1
1960,0.112336328999,1.45362945294,100,50,30,1
1970,0.11045987998,1.46217126594,100,50,30,1
1980,0.113398827215,1.46863888195,100,50,30,1
1990,0.111255380119,1.47502011195,100,50,30,1
2000,0.110600186808,1.48136743294,100,50,30,1
2010,0.111927332437,1.48718317795,100,50,30,1
2020,0.110234422626,1.49270837894,100,50,30,1
2030,0.113620234898,1.49878576394,100,50,30,1
2040,0.11270209373,1.50578389994,100,50,30,1
2050,0.113512975095,1.51208776894,100,50,30,1
2060,0.112240995593,1.51953983694,100,50,30,1
2070,0.111104972557,1.52619690794,100,50,30,1
2080,0.112939069604,1.53189330694,100,50,30,1
2090,0.111699139398,1.53848649593,100,50,30,1
2100,0.110130098727,1.54471034493,100,50,30,1
2110,0.112439613867,1.55023863893,100,50,30,1
2120,0.113966553582,1.55800333994,100,50,30,1
2130,0.112194455942,1.56654752894,100,50,30,1
2140,0.113184958007,1.57255718594,100,50,30,1
2150,0.110942882641,1.57865170395,100,50,30,1
2160,0.113841334199,1.58423461395,100,50,30,1
2170,0.111465431855,1.58949099894,100,50,30,1
2180,0.113001854708,1.59637099494,100,50,30,1
2190,0.11217006029,1.61639375894,100,50,30,1
2200,0.102390074774,1.62579343794,100,50,30,1
2210,0.102656464257,1.63232074794,100,50,30,1
2220,0.103177336093,1.63918525494,100,50,30,1
2230,0.100323852071,1.64487416493,100,50,30,1
2240,0.100181023262,1.65035610393,100,50,30,1
2250,0.108038085685,1.65600832093,100,50,30,1
2260,0.114605737604,1.66222967593,100,50,30,1
2270,0.11151863158,1.66895563193,100,50,30,1
2280,0.110314792496,1.67522385493,100,50,30,1
2290,0.112104827836,1.68180120693,100,50,30,1
2300,0.109775692341,1.68748743193,100,50,30,1
2310,0.11142960094,1.69369316594,100,50,30,1
2320,0.112441786005,1.69969723193,100,50,30,1
2330,0.110996779757,1.70592086294,100,50,30,1
2340,0.11454347436,1.71156602094,100,50,30,1
2350,0.112642704946,1.71843783493,100,50,30,1
2360,0.113192320135,1.72396375993,100,50,30,1
2370,0.110783904313,1.72927566893,100,50,30,1
2380,0.115885775934,1.73480429094,100,50,30,1
2390,0.112236632359,1.74131441193,100,50,30,1
2400,0.114467462352,1.74720330594,100,50,30,1
2410,0.114061185904,1.75269043895,100,50,30,1
2420,0.113635275963,1.75832297395,100,50,30,1
2430,0.113906681456,1.76547952195,100,50,30,1
2440,0.114633375415,1.77121699895,100,50,30,1
2450,0.110380675062,1.77721964895,100,50,30,1
2460,0.113254851645,1.78300453995,100,50,30,1
2470,0.112626875507,1.78816777794,100,50,30,1
2480,0.112014940429,1.79340171294,100,50,30,1
2490,0.11521484716,1.79922743594,100,50,30,1
2500,0.113883563496,1.80479461294,100,50,30,1
