    iterations,fitness,time,samples,keep,m,trial
1480,0.0198874015033,706.992601548,100,50,0.3,1
1490,0.0215474633171,713.277015392,100,50,0.3,1
1500,0.0190232361868,717.99706947,100,50,0.3,1
1510,0.0207200171389,722.730586414,100,50,0.3,1
1520,0.021203345176,727.343605664,100,50,0.3,1
1530,0.0206224444074,732.045017944,100,50,0.3,1
1540,0.0228348149691,736.798273862,100,50,0.3,1
1550,0.0199563850172,742.434660653,100,50,0.3,1
1560,0.0216492198752,747.467127445,100,50,0.3,1
1570,0.0214122232238,752.075218348,100,50,0.3,1
1580,0.0205108753962,756.805982216,100,50,0.3,1
1590,0.0212098478755,761.432811955,100,50,0.3,1
1600,0.0200051269296,766.143414242,100,50,0.3,1
1610,0.0195496075346,770.828946739,100,50,0.3,1
1620,0.0198718699647,775.565368595,100,50,0.3,1
1630,0.0200515594938,780.465631655,100,50,0.3,1
1640,0.0204387529165,784.973931264,100,50,0.3,1
1650,0.0193633860344,789.621472824,100,50,0.3,1
1660,0.0199615777404,794.232017147,100,50,0.3,1
1670,0.019719593578,798.955591566,100,50,0.3,1
1680,0.0203423353332,803.616031066,100,50,0.3,1
1690,0.0199708826521,808.371167398,100,50,0.3,1
1700,0.0212063039915,812.943062205,100,50,0.3,1
1710,0.0195951167548,817.613154983,100,50,0.3,1
1720,0.0209163618597,822.262895654,100,50,0.3,1
1730,0.0205827931089,826.9624868,100,50,0.3,1
1740,0.021863903646,831.612494976,100,50,0.3,1
1750,0.0201644273272,836.306402138,100,50,0.3,1
1760,0.019682093668,841.278598912,100,50,0.3,1
1770,0.0210000375686,845.971002575,100,50,0.3,1
1780,0.019969956521,850.564994754,100,50,0.3,1
1790,0.0215299838,855.331536371,100,50,0.3,1
1800,0.0204826077962,860.045512615,100,50,0.3,1
1810,0.0209255905213,864.643282557,100,50,0.3,1
1820,0.0194163582957,869.331145531,100,50,0.3,1
1830,0.0200276972797,874.116846753,100,50,0.3,1
1840,0.0192791620235,878.654375175,100,50,0.3,1
1850,0.0213417060311,883.333752029,100,50,0.3,1
1860,0.0214810159921,888.113684739,100,50,0.3,1
1870,0.0198822719582,892.691813043,100,50,0.3,1
1880,0.0193881407501,897.446868244,100,50,0.3,1
1890,0.0207103050822,902.276868601,100,50,0.3,1
1900,0.0202934019928,907.013975039,100,50,0.3,1
1910,0.0205690221605,911.613646195,100,50,0.3,1
