iterations,fitness,time,samples,keep,m,trial
1040,46.0,25.22513824,100,50,0.1,2
1050,45.0,25.449241267,100,50,0.1,2
1060,45.0,25.952536827,100,50,0.1,2
1070,50.0,26.359154453,100,50,0.1,2
1080,68.0,26.666218674,100,50,0.1,2
1090,50.0,26.959404515,100,50,0.1,2
1100,47.0,27.139981892,100,50,0.1,2
1110,50.0,27.58730668,100,50,0.1,2
1120,49.0,27.828963629,100,50,0.1,2
1130,49.0,28.017076707,100,50,0.1,2
1140,45.0,28.196604498,100,50,0.1,2
1150,46.0,28.39577039,100,50,0.1,2
1160,54.0,28.572036496,100,50,0.1,2
1170,52.0,28.746392435,100,50,0.1,2
1180,48.0,28.924726346,100,50,0.1,2
1190,46.0,29.104865777,100,50,0.1,2
1200,54.0,29.323679937,100,50,0.1,2
1210,46.0,29.546531063,100,50,0.1,2
1220,46.0,29.78923901,100,50,0.1,2
1230,50.0,30.050989313,100,50,0.1,2
1240,47.0,30.265568286,100,50,0.1,2
1250,45.0,30.455143473,100,50,0.1,2
1260,51.0,30.668839921,100,50,0.1,2
1270,51.0,30.854592549,100,50,0.1,2
1280,51.0,31.040539239,100,50,0.1,2
1290,50.0,31.326912572,100,50,0.1,2
1300,50.0,31.57052578,100,50,0.1,2
1310,46.0,31.7844853,100,50,0.1,2
1320,47.0,32.020214536,100,50,0.1,2
1330,46.0,32.23508838,100,50,0.1,2
1340,45.0,32.485692051,100,50,0.1,2
1350,49.0,32.712040924,100,50,0.1,2
1360,45.0,33.470832958,100,50,0.1,2
1370,50.0,33.814253157,100,50,0.1,2
1380,46.0,34.330977493,100,50,0.1,2
1390,50.0,34.599868001,100,50,0.1,2
1400,50.0,34.908106869,100,50,0.1,2
1410,45.0,35.117883053,100,50,0.1,2
1420,50.0,35.31216431,100,50,0.1,2
1430,47.0,35.508810986,100,50,0.1,2
1440,47.0,35.684490057,100,50,0.1,2
1450,49.0,35.869641358,100,50,0.1,2
1460,46.0,36.118256875,100,50,0.1,2
1470,50.0,36.326932082,100,50,0.1,2
1480,45.0,36.508026615,100,50,0.1,2
1490,51.0,36.736661501,100,50,0.1,2
1500,50.0,36.958709338,100,50,0.1,2
1510,51.0,37.20203293,100,50,0.1,2
1520,45.0,37.433932458,100,50,0.1,2
1530,51.0,37.625633331,100,50,0.1,2
1540,50.0,37.967275561,100,50,0.1,2
1550,47.0,38.151804505,100,50,0.1,2
1560,47.0,38.320556106,100,50,0.1,2
1570,47.0,38.51654091,100,50,0.1,2
1580,46.0,38.696726825,100,50,0.1,2
1590,54.0,38.899892726,100,50,0.1,2
1600,46.0,39.092130112,100,50,0.1,2
1610,51.0,39.291322436,100,50,0.1,2
1620,46.0,39.547965097,100,50,0.1,2
1630,51.0,39.740293303,100,50,0.1,2
1640,52.0,39.934801375,100,50,0.1,2
1650,51.0,40.133720653,100,50,0.1,2
1660,52.0,40.346926743,100,50,0.1,2
1670,52.0,40.539688732,100,50,0.1,2
1680,52.0,40.723223599,100,50,0.1,2
1690,50.0,40.89552173,100,50,0.1,2
1700,55.0,41.087074749,100,50,0.1,2
1710,50.0,41.268153166,100,50,0.1,2
1720,50.0,41.460735554,100,50,0.1,2
1730,46.0,41.658266554,100,50,0.1,2
1740,54.0,41.855125787,100,50,0.1,2
1750,47.0,42.046702349,100,50,0.1,2
1760,46.0,42.221686389,100,50,0.1,2
1770,54.0,42.404194245,100,50,0.1,2
1780,54.0,42.597771693,100,50,0.1,2
1790,54.0,42.828314483,100,50,0.1,2
1800,54.0,43.036634084,100,50,0.1,2
1810,55.0,43.258575307,100,50,0.1,2
1820,46.0,43.483205765,100,50,0.1,2
1830,47.0,43.653800673,100,50,0.1,2
1840,47.0,43.867550939,100,50,0.1,2
1850,50.0,44.158218573,100,50,0.1,2
1860,51.0,44.348542036,100,50,0.1,2
1870,54.0,44.585153424,100,50,0.1,2
1880,52.0,44.765906364,100,50,0.1,2
1890,47.0,45.076493304,100,50,0.1,2
1900,55.0,45.485555438,100,50,0.1,2
1910,51.0,45.664509492,100,50,0.1,2
1920,48.0,45.89188596,100,50,0.1,2
1930,46.0,46.057886851,100,50,0.1,2
1940,52.0,46.228097902,100,50,0.1,2
1950,46.0,46.418361001,100,50,0.1,2
1960,46.0,46.65423999,100,50,0.1,2
1970,54.0,46.852651537,100,50,0.1,2
1980,46.0,47.058049968,100,50,0.1,2
1990,54.0,47.267548276,100,50,0.1,2
2000,50.0,47.473437948,100,50,0.1,2
2010,54.0,47.646428206,100,50,0.1,2
2020,47.0,47.839130449,100,50,0.1,2
2030,54.0,48.03179285,100,50,0.1,2
2040,54.0,48.326086076,100,50,0.1,2
2050,50.0,48.576999272,100,50,0.1,2
2060,50.0,48.753743543,100,50,0.1,2
2070,50.0,48.935817024,100,50,0.1,2
2080,50.0,49.288815521,100,50,0.1,2
2090,50.0,49.497380746,100,50,0.1,2
2100,54.0,49.669973067,100,50,0.1,2
2110,48.0,49.900897503,100,50,0.1,2
2120,50.0,50.126582772,100,50,0.1,2
2130,47.0,50.311977271,100,50,0.1,2
2140,50.0,50.591637022,100,50,0.1,2
2150,46.0,50.780702519,100,50,0.1,2
2160,50.0,51.018011967,100,50,0.1,2
2170,47.0,51.230917716,100,50,0.1,2
2180,49.0,51.443340885,100,50,0.1,2
2190,52.0,51.645092532,100,50,0.1,2
2200,50.0,51.830166454,100,50,0.1,2
2210,53.0,52.060008058,100,50,0.1,2
2220,50.0,52.259866043,100,50,0.1,2
2230,51.0,52.506323219,100,50,0.1,2
2240,54.0,52.713942572,100,50,0.1,2
2250,50.0,53.022691062,100,50,0.1,2
2260,48.0,53.239411486,100,50,0.1,2
2270,54.0,53.456049362,100,50,0.1,2
2280,50.0,53.645891843,100,50,0.1,2
2290,50.0,53.845344052,100,50,0.1,2
2300,50.0,54.121446881,100,50,0.1,2
2310,50.0,54.367802317,100,50,0.1,2
2320,49.0,54.532114623,100,50,0.1,2
2330,49.0,55.029242479,100,50,0.1,2
2340,49.0,55.470017379,100,50,0.1,2
2350,54.0,55.824293369,100,50,0.1,2
2360,54.0,56.178263744,100,50,0.1,2
2370,49.0,56.572099849,100,50,0.1,2
2380,54.0,56.790745215,100,50,0.1,2
2390,50.0,56.987723896,100,50,0.1,2
2400,50.0,57.197407573,100,50,0.1,2
2410,54.0,57.381636417,100,50,0.1,2
2420,54.0,57.570602385,100,50,0.1,2
2430,50.0,57.736726743,100,50,0.1,2
2440,47.0,57.922588132,100,50,0.1,2
2450,55.0,58.118151828,100,50,0.1,2
2460,50.0,58.288675342,100,50,0.1,2
2470,50.0,58.502227756,100,50,0.1,2
2480,52.0,58.705735366,100,50,0.1,2
2490,51.0,58.942071956,100,50,0.1,2
2500,49.0,59.20712495,100,50,0.1,2
2510,54.0,59.404195188,100,50,0.1,2
2520,50.0,59.611842435,100,50,0.1,2
2530,51.0,59.797628185,100,50,0.1,2
2540,53.0,60.009650072,100,50,0.1,2
2550,51.0,60.24950926,100,50,0.1,2
2560,50.0,60.518787222,100,50,0.1,2
2570,51.0,60.681978341,100,50,0.1,2
2580,46.0,60.866990512,100,50,0.1,2
2590,46.0,61.097575947,100,50,0.1,2
2600,46.0,61.3251582,100,50,0.1,2
2610,48.0,61.551117676,100,50,0.1,2
2620,54.0,61.754758747,100,50,0.1,2
2630,55.0,61.930584685,100,50,0.1,2
2640,54.0,62.115449028,100,50,0.1,2
2650,54.0,62.301681579,100,50,0.1,2
2660,54.0,62.705675219,100,50,0.1,2
2670,49.0,63.071975511,100,50,0.1,2
2680,49.0,63.402555257,100,50,0.1,2
2690,49.0,63.731868984,100,50,0.1,2
2700,49.0,64.09775856,100,50,0.1,2
2710,49.0,64.422920528,100,50,0.1,2
2720,49.0,64.707323283,100,50,0.1,2
2730,49.0,64.953221031,100,50,0.1,2
2740,48.0,65.115499302,100,50,0.1,2
2750,48.0,65.333275037,100,50,0.1,2
2760,49.0,65.572402866,100,50,0.1,2
2770,49.0,65.765125374,100,50,0.1,2
2780,50.0,65.953866617,100,50,0.1,2
2790,50.0,66.139120073,100,50,0.1,2
2800,50.0,66.342896296,100,50,0.1,2
2810,49.0,66.871073701,100,50,0.1,2
2820,49.0,67.225511272,100,50,0.1,2
2830,49.0,67.54853611,100,50,0.1,2
2840,49.0,67.85696643,100,50,0.1,2
2850,49.0,68.102182745,100,50,0.1,2
2860,49.0,68.287310703,100,50,0.1,2
2870,49.0,68.535814208,100,50,0.1,2
2880,50.0,68.773536872,100,50,0.1,2
2890,50.0,68.963265999,100,50,0.1,2
2900,52.0,69.146177179,100,50,0.1,2
2910,49.0,69.325322899,100,50,0.1,2
2920,50.0,69.502740682,100,50,0.1,2
2930,52.0,69.703760661,100,50,0.1,2
2940,49.0,69.886169463,100,50,0.1,2
2950,52.0,70.047876163,100,50,0.1,2
2960,50.0,70.225637425,100,50,0.1,2
2970,50.0,70.401883485,100,50,0.1,2
2980,50.0,70.599068565,100,50,0.1,2
2990,50.0,70.762562011,100,50,0.1,2
3000,52.0,70.980077564,100,50,0.1,2
3010,50.0,71.147953957,100,50,0.1,2
3020,54.0,71.311653188,100,50,0.1,2
3030,50.0,71.509796142,100,50,0.1,2
3040,52.0,71.867944515,100,50,0.1,2
3050,50.0,72.059815523,100,50,0.1,2
3060,50.0,72.23665948,100,50,0.1,2
3070,52.0,72.41977428,100,50,0.1,2
3080,53.0,72.691001175,100,50,0.1,2
3090,50.0,72.968739412,100,50,0.1,2
3100,50.0,73.190134223,100,50,0.1,2
3110,50.0,73.473578653,100,50,0.1,2
3120,53.0,73.693607475,100,50,0.1,2
3130,56.0,73.935539462,100,50,0.1,2
3140,58.0,74.138246293,100,50,0.1,2
3150,54.0,74.414240869,100,50,0.1,2
3160,57.0,74.65071573,100,50,0.1,2
3170,58.0,74.831731072,100,50,0.1,2
3180,54.0,75.18187815,100,50,0.1,2
3190,57.0,75.609200048,100,50,0.1,2
3200,52.0,75.79085524,100,50,0.1,2
3210,52.0,75.993592379,100,50,0.1,2
3220,53.0,76.188768173,100,50,0.1,2
3230,53.0,76.371975638,100,50,0.1,2
3240,58.0,76.561744144,100,50,0.1,2
3250,57.0,76.812883704,100,50,0.1,2
3260,56.0,77.006889718,100,50,0.1,2
3270,54.0,77.248672025,100,50,0.1,2
3280,53.0,77.482035568,100,50,0.1,2
3290,53.0,77.693269958,100,50,0.1,2
3300,53.0,77.931603603,100,50,0.1,2
3310,53.0,78.134948006,100,50,0.1,2
3320,54.0,78.419502782,100,50,0.1,2
3330,53.0,78.598259541,100,50,0.1,2
3340,54.0,78.789014629,100,50,0.1,2
3350,53.0,79.256441488,100,50,0.1,2
3360,54.0,79.752531383,100,50,0.1,2
3370,53.0,80.076045493,100,50,0.1,2
3380,58.0,80.454897936,100,50,0.1,2
3390,58.0,80.747104892,100,50,0.1,2
3400,54.0,81.078128448,100,50,0.1,2
3410,59.0,81.50728133,100,50,0.1,2
3420,58.0,81.773366176,100,50,0.1,2
3430,53.0,82.09881981,100,50,0.1,2
3440,54.0,82.384916266,100,50,0.1,2
3450,58.0,82.664072822,100,50,0.1,2
3460,53.0,82.94274777,100,50,0.1,2
3470,53.0,83.259361499,100,50,0.1,2
3480,58.0,83.711515986,100,50,0.1,2
3490,54.0,83.981423892,100,50,0.1,2
3500,53.0,84.174695462,100,50,0.1,2
3510,54.0,84.36123425,100,50,0.1,2
3520,53.0,84.589954189,100,50,0.1,2
3530,53.0,84.775775253,100,50,0.1,2
3540,54.0,84.942409282,100,50,0.1,2
3550,53.0,85.117732187,100,50,0.1,2
3560,54.0,85.427017955,100,50,0.1,2
3570,58.0,85.60457767,100,50,0.1,2
3580,53.0,85.794724771,100,50,0.1,2
3590,54.0,85.97879371,100,50,0.1,2
3600,53.0,86.186953132,100,50,0.1,2
3610,53.0,86.373753052,100,50,0.1,2
3620,58.0,86.561639039,100,50,0.1,2
3630,53.0,86.754273572,100,50,0.1,2
3640,54.0,86.946777315,100,50,0.1,2
3650,53.0,87.110588456,100,50,0.1,2
3660,54.0,87.29341901,100,50,0.1,2
3670,54.0,87.480545522,100,50,0.1,2
3680,53.0,87.655317731,100,50,0.1,2
3690,55.0,87.830894558,100,50,0.1,2
3700,54.0,88.047685935,100,50,0.1,2
3710,54.0,88.233469659,100,50,0.1,2
3720,58.0,88.432120098,100,50,0.1,2
3730,54.0,88.619435436,100,50,0.1,2
3740,54.0,88.801615886,100,50,0.1,2
3750,58.0,88.985020931,100,50,0.1,2
3760,53.0,89.157927689,100,50,0.1,2
3770,54.0,89.351020241,100,50,0.1,2
3780,54.0,89.51955298,100,50,0.1,2
3790,58.0,89.713899106,100,50,0.1,2
3800,54.0,89.901965158,100,50,0.1,2
3810,54.0,90.071924427,100,50,0.1,2
3820,54.0,90.224051357,100,50,0.1,2
3830,59.0,90.472290551,100,50,0.1,2
3840,54.0,90.669848018,100,50,0.1,2
3850,59.0,90.865068604,100,50,0.1,2
3860,55.0,91.072668912,100,50,0.1,2
3870,54.0,91.247337279,100,50,0.1,2
3880,57.0,91.434102867,100,50,0.1,2
3890,54.0,91.613870194,100,50,0.1,2
3900,56.0,91.792239966,100,50,0.1,2
3910,55.0,91.977554825,100,50,0.1,2
3920,54.0,92.178672626,100,50,0.1,2
3930,60.0,92.410742907,100,50,0.1,2
3940,59.0,92.603839531,100,50,0.1,2
3950,55.0,92.800876715,100,50,0.1,2
3960,54.0,93.095687624,100,50,0.1,2
3970,60.0,93.281850424,100,50,0.1,2
3980,54.0,93.503376913,100,50,0.1,2
3990,54.0,93.717152594,100,50,0.1,2
4000,59.0,93.919221119,100,50,0.1,2
4010,54.0,94.091044627,100,50,0.1,2
4020,54.0,94.28809846,100,50,0.1,2
4030,54.0,94.462708434,100,50,0.1,2
4040,54.0,94.643522334,100,50,0.1,2
4050,54.0,94.864651119,100,50,0.1,2
4060,55.0,95.023110019,100,50,0.1,2
4070,54.0,95.218435309,100,50,0.1,2
4080,55.0,95.444929238,100,50,0.1,2
4090,54.0,95.653207709,100,50,0.1,2
4100,54.0,95.858105688,100,50,0.1,2
4110,54.0,96.075615869,100,50,0.1,2
4120,59.0,96.336586092,100,50,0.1,2
4130,59.0,96.695405991,100,50,0.1,2
4140,55.0,96.937804734,100,50,0.1,2
4150,54.0,97.173784634,100,50,0.1,2
4160,54.0,97.343930556,100,50,0.1,2
4170,54.0,97.51428152,100,50,0.1,2
4180,54.0,97.696480435,100,50,0.1,2
4190,54.0,97.892712177,100,50,0.1,2
4200,59.0,98.071072999,100,50,0.1,2
4210,59.0,98.258120384,100,50,0.1,2
4220,55.0,98.438591109,100,50,0.1,2
4230,59.0,98.614717977,100,50,0.1,2
4240,59.0,99.050401536,100,50,0.1,2
4250,54.0,99.243442618,100,50,0.1,2
4260,55.0,99.414865879,100,50,0.1,2
4270,55.0,99.570641586,100,50,0.1,2
4280,55.0,99.76064431,100,50,0.1,2
4290,62.0,99.944040672,100,50,0.1,2
4300,57.0,100.112326548,100,50,0.1,2
4310,60.0,100.309098442,100,50,0.1,2
4320,54.0,100.479559192,100,50,0.1,2
4330,54.0,100.655622056,100,50,0.1,2
4340,54.0,100.836723715,100,50,0.1,2
4350,54.0,101.06977635,100,50,0.1,2
4360,54.0,101.25566894,100,50,0.1,2
4370,55.0,101.420564337,100,50,0.1,2
4380,59.0,101.594899027,100,50,0.1,2
4390,59.0,101.783571464,100,50,0.1,2
4400,59.0,101.98496221,100,50,0.1,2
4410,54.0,102.193518718,100,50,0.1,2
4420,55.0,102.441040596,100,50,0.1,2
4430,54.0,102.656475876,100,50,0.1,2
4440,60.0,102.823330129,100,50,0.1,2
4450,54.0,103.025214608,100,50,0.1,2
4460,55.0,103.210347138,100,50,0.1,2
4470,55.0,103.392146571,100,50,0.1,2
4480,57.0,103.577109136,100,50,0.1,2
4490,56.0,103.921394912,100,50,0.1,2
4500,55.0,104.222647818,100,50,0.1,2
4510,55.0,104.484960525,100,50,0.1,2
4520,56.0,104.664552444,100,50,0.1,2
4530,55.0,104.858511361,100,50,0.1,2
4540,55.0,105.291525933,100,50,0.1,2
4550,60.0,105.594707895,100,50,0.1,2
4560,56.0,105.873914569,100,50,0.1,2
4570,56.0,106.03712299,100,50,0.1,2
4580,60.0,106.33916429,100,50,0.1,2
4590,56.0,106.54337743,100,50,0.1,2
4600,55.0,106.758996775,100,50,0.1,2
4610,57.0,107.045208076,100,50,0.1,2
4620,60.0,107.245636191,100,50,0.1,2
4630,56.0,107.516599016,100,50,0.1,2
4640,56.0,107.700275348,100,50,0.1,2
4650,55.0,107.896389503,100,50,0.1,2
4660,56.0,108.074201572,100,50,0.1,2
4670,55.0,108.473517861,100,50,0.1,2
4680,56.0,108.683686396,100,50,0.1,2
4690,55.0,108.86069508,100,50,0.1,2
4700,60.0,109.035334612,100,50,0.1,2
4710,55.0,109.221159628,100,50,0.1,2
4720,55.0,109.479918698,100,50,0.1,2
4730,55.0,109.735762192,100,50,0.1,2
4740,63.0,109.983346736,100,50,0.1,2
4750,56.0,110.192374206,100,50,0.1,2
4760,55.0,110.409434112,100,50,0.1,2
4770,57.0,110.631677274,100,50,0.1,2
4780,56.0,110.858628615,100,50,0.1,2
4790,56.0,111.041720693,100,50,0.1,2
4800,60.0,111.233030627,100,50,0.1,2
4810,63.0,111.45303742,100,50,0.1,2
4820,60.0,111.699576341,100,50,0.1,2
4830,55.0,111.868551737,100,50,0.1,2
4840,60.0,112.057085516,100,50,0.1,2
4850,56.0,112.271180207,100,50,0.1,2
4860,56.0,112.601789963,100,50,0.1,2
4870,56.0,112.871145289,100,50,0.1,2
4880,55.0,113.094467648,100,50,0.1,2
4890,55.0,113.270895933,100,50,0.1,2
4900,55.0,113.456296165,100,50,0.1,2
4910,55.0,113.684821838,100,50,0.1,2
4920,55.0,113.892463686,100,50,0.1,2
4930,55.0,114.159646244,100,50,0.1,2
4940,55.0,114.360647675,100,50,0.1,2
4950,56.0,114.837788236,100,50,0.1,2
4960,60.0,115.216723377,100,50,0.1,2
4970,56.0,115.578969104,100,50,0.1,2
4980,56.0,115.917061769,100,50,0.1,2
4990,55.0,116.209590458,100,50,0.1,2
5000,60.0,116.482000521,100,50,0.1,2
0,22.0,0.312339597,100,50,0.3,2
10,27.0,0.829220881,100,50,0.3,2
20,36.0,1.203833665,100,50,0.3,2
30,37.0,1.523252943,100,50,0.3,2
40,39.0,1.887372126,100,50,0.3,2
50,39.0,2.264361531,100,50,0.3,2
60,39.0,2.501416044,100,50,0.3,2
70,39.0,2.680045746,100,50,0.3,2
80,37.0,2.852741407,100,50,0.3,2
90,39.0,3.039255002,100,50,0.3,2
100,37.0,3.210147475,100,50,0.3,2
110,38.0,3.38512322,100,50,0.3,2
120,39.0,3.571971183,100,50,0.3,2
130,37.0,3.756831579,100,50,0.3,2
140,39.0,3.933255198,100,50,0.3,2
150,39.0,4.107294379,100,50,0.3,2
160,37.0,4.310317447,100,50,0.3,2
170,37.0,4.503751825,100,50,0.3,2
180,39.0,4.662484012,100,50,0.3,2
190,39.0,4.839654988,100,50,0.3,2
200,38.0,5.014273128,100,50,0.3,2
210,39.0,5.221278165,100,50,0.3,2
220,39.0,5.411386516,100,50,0.3,2
230,40.0,5.620973666,100,50,0.3,2
240,40.0,5.863417,100,50,0.3,2
250,41.0,6.045479566,100,50,0.3,2
260,42.0,6.266455947,100,50,0.3,2
270,42.0,6.582718696,100,50,0.3,2
280,40.0,6.75443922,100,50,0.3,2
290,42.0,6.962988428,100,50,0.3,2
300,39.0,7.177687165,100,50,0.3,2
310,41.0,7.35619754,100,50,0.3,2
320,41.0,7.563690107,100,50,0.3,2
330,42.0,7.771310123,100,50,0.3,2
340,42.0,7.952148198,100,50,0.3,2
350,44.0,8.160803647,100,50,0.3,2
360,44.0,8.429591331,100,50,0.3,2
370,43.0,8.653087287,100,50,0.3,2
380,44.0,8.859288065,100,50,0.3,2
390,42.0,9.091541206,100,50,0.3,2
400,41.0,9.298230316,100,50,0.3,2
410,48.0,9.504976765,100,50,0.3,2
420,41.0,9.801610254,100,50,0.3,2
430,42.0,10.078977318,100,50,0.3,2
440,42.0,10.328920568,100,50,0.3,2
450,45.0,10.556733294,100,50,0.3,2
460,47.0,10.783957064,100,50,0.3,2
470,48.0,10.968817276,100,50,0.3,2
480,48.0,11.160405094,100,50,0.3,2
490,48.0,11.345278112,100,50,0.3,2
500,48.0,11.600821879,100,50,0.3,2
510,48.0,11.800615673,100,50,0.3,2
520,48.0,12.009200109,100,50,0.3,2
530,48.0,12.444747632,100,50,0.3,2
540,48.0,12.72554291,100,50,0.3,2
550,54.0,12.91993602,100,50,0.3,2
560,50.0,13.147454605,100,50,0.3,2
570,48.0,13.342588206,100,50,0.3,2
580,48.0,13.652437714,100,50,0.3,2
590,47.0,13.840087604,100,50,0.3,2
600,51.0,14.054249285,100,50,0.3,2
610,52.0,14.479125274,100,50,0.3,2
620,52.0,14.80620392,100,50,0.3,2
630,54.0,15.20190889,100,50,0.3,2
640,54.0,15.579783841,100,50,0.3,2
650,55.0,15.81439461,100,50,0.3,2
660,53.0,16.003469822,100,50,0.3,2
670,54.0,16.32132495,100,50,0.3,2
680,53.0,16.525531682,100,50,0.3,2
690,49.0,16.759073176,100,50,0.3,2
700,49.0,16.969121604,100,50,0.3,2
710,49.0,17.276741084,100,50,0.3,2
720,48.0,17.591310404,100,50,0.3,2
730,49.0,17.982386754,100,50,0.3,2
740,48.0,18.375682643,100,50,0.3,2
750,49.0,18.673729799,100,50,0.3,2
760,48.0,18.948139165,100,50,0.3,2
770,49.0,19.224442382,100,50,0.3,2
780,48.0,19.534768872,100,50,0.3,2
790,49.0,19.967856408,100,50,0.3,2
800,49.0,20.21548921,100,50,0.3,2
810,49.0,20.501926817,100,50,0.3,2
820,49.0,20.797535567,100,50,0.3,2
830,48.0,21.060428129,100,50,0.3,2
840,52.0,21.334601229,100,50,0.3,2
850,48.0,21.612072025,100,50,0.3,2
860,48.0,21.893547976,100,50,0.3,2
870,49.0,22.177787008,100,50,0.3,2
880,49.0,22.510318256,100,50,0.3,2
890,49.0,22.877053626,100,50,0.3,2
900,50.0,23.150108074,100,50,0.3,2
910,50.0,23.59197609,100,50,0.3,2
920,52.0,23.971649882,100,50,0.3,2
930,52.0,24.21471586,100,50,0.3,2
940,49.0,24.428097596,100,50,0.3,2
950,49.0,24.668506816,100,50,0.3,2
960,48.0,24.884870961,100,50,0.3,2
970,50.0,25.069373604,100,50,0.3,2
980,49.0,25.259242038,100,50,0.3,2
990,49.0,25.450163641,100,50,0.3,2
1000,48.0,25.660743833,100,50,0.3,2
1010,50.0,25.942954526,100,50,0.3,2
1020,48.0,26.117220842,100,50,0.3,2
1030,49.0,26.323926171,100,50,0.3,2
1040,49.0,26.510940094,100,50,0.3,2
1050,49.0,26.714053794,100,50,0.3,2
1060,48.0,26.902943821,100,50,0.3,2
1070,53.0,27.06122799,100,50,0.3,2
1080,48.0,27.257323495,100,50,0.3,2
1090,48.0,27.438581499,100,50,0.3,2
1100,48.0,27.635107054,100,50,0.3,2
1110,49.0,27.854993069,100,50,0.3,2
1120,49.0,28.032432296,100,50,0.3,2
1130,49.0,28.23079023,100,50,0.3,2
1140,48.0,28.406063954,100,50,0.3,2
1150,48.0,28.661612855,100,50,0.3,2
1160,49.0,28.856915916,100,50,0.3,2
1170,49.0,29.048149613,100,50,0.3,2
1180,49.0,29.236289345,100,50,0.3,2
1190,48.0,29.421346756,100,50,0.3,2
1200,48.0,29.63745986,100,50,0.3,2
1210,49.0,29.854702204,100,50,0.3,2
1220,48.0,30.029037022,100,50,0.3,2
1230,49.0,30.197804057,100,50,0.3,2
1240,48.0,30.376043382,100,50,0.3,2
1250,48.0,30.577166521,100,50,0.3,2
1260,48.0,30.768685149,100,50,0.3,2
1270,49.0,30.978900164,100,50,0.3,2
1280,49.0,31.15799589,100,50,0.3,2
1290,48.0,31.338158895,100,50,0.3,2
1300,48.0,31.521886318,100,50,0.3,2
1310,49.0,31.702156261,100,50,0.3,2
1320,49.0,31.917252649,100,50,0.3,2
1330,49.0,32.105932948,100,50,0.3,2
1340,48.0,32.292048643,100,50,0.3,2
1350,48.0,32.497223141,100,50,0.3,2
1360,49.0,32.676321331,100,50,0.3,2
1370,49.0,33.034382863,100,50,0.3,2
1380,48.0,33.227138595,100,50,0.3,2
1390,48.0,33.443028202,100,50,0.3,2
1400,48.0,33.644343425,100,50,0.3,2
1410,49.0,34.005368263,100,50,0.3,2
1420,49.0,34.184065747,100,50,0.3,2
1430,49.0,34.417974602,100,50,0.3,2
1440,48.0,34.59986212,100,50,0.3,2
1450,49.0,34.806431311,100,50,0.3,2
1460,48.0,35.053108216,100,50,0.3,2
1470,48.0,35.230472283,100,50,0.3,2
1480,50.0,35.409085452,100,50,0.3,2
1490,49.0,35.617064719,100,50,0.3,2
1500,49.0,35.798172981,100,50,0.3,2
1510,49.0,36.06267357,100,50,0.3,2
1520,49.0,36.279172674,100,50,0.3,2
1530,51.0,36.529938717,100,50,0.3,2
1540,51.0,36.739278063,100,50,0.3,2
1550,49.0,36.966604149,100,50,0.3,2
1560,50.0,37.171288357,100,50,0.3,2
1570,50.0,37.406995402,100,50,0.3,2
1580,51.0,37.597378626,100,50,0.3,2
1590,51.0,37.783397704,100,50,0.3,2
1600,51.0,37.958714281,100,50,0.3,2
1610,51.0,38.144038651,100,50,0.3,2
1620,51.0,38.604817631,100,50,0.3,2
1630,49.0,38.915984337,100,50,0.3,2
1640,51.0,39.096465881,100,50,0.3,2
1650,49.0,39.373476137,100,50,0.3,2
1660,51.0,39.63390127,100,50,0.3,2
1670,51.0,39.832896748,100,50,0.3,2
1680,49.0,40.227628088,100,50,0.3,2
1690,53.0,40.562298425,100,50,0.3,2
1700,51.0,40.813567946,100,50,0.3,2
1710,49.0,41.03612947,100,50,0.3,2
1720,51.0,41.626027868,100,50,0.3,2
1730,49.0,42.083711444,100,50,0.3,2
1740,49.0,42.405575173,100,50,0.3,2
1750,49.0,42.707493209,100,50,0.3,2
1760,51.0,43.030525272,100,50,0.3,2
1770,50.0,43.361173417,100,50,0.3,2
1780,51.0,43.686534793,100,50,0.3,2
1790,51.0,43.964207309,100,50,0.3,2
1800,51.0,44.327973523,100,50,0.3,2
1810,49.0,44.589221866,100,50,0.3,2
1820,52.0,44.866456234,100,50,0.3,2
1830,51.0,45.153935506,100,50,0.3,2
1840,51.0,45.501641135,100,50,0.3,2
1850,51.0,45.829329104,100,50,0.3,2
1860,51.0,46.151740128,100,50,0.3,2
1870,51.0,46.481814343,100,50,0.3,2
1880,50.0,46.863351029,100,50,0.3,2
1890,49.0,47.119596525,100,50,0.3,2
1900,49.0,47.393441955,100,50,0.3,2
1910,51.0,47.5808663,100,50,0.3,2
1920,50.0,47.756862923,100,50,0.3,2
1930,50.0,47.959577736,100,50,0.3,2
1940,50.0,48.148403467,100,50,0.3,2
1950,49.0,48.331246934,100,50,0.3,2
1960,50.0,48.518489967,100,50,0.3,2
1970,49.0,48.708505043,100,50,0.3,2
1980,50.0,48.915884144,100,50,0.3,2
1990,50.0,49.124541496,100,50,0.3,2
2000,50.0,49.310974114,100,50,0.3,2
2010,50.0,49.50331376,100,50,0.3,2
2020,50.0,49.679782197,100,50,0.3,2
2030,50.0,49.862270601,100,50,0.3,2
2040,49.0,50.057215334,100,50,0.3,2
2050,49.0,50.244940268,100,50,0.3,2
2060,49.0,50.452689869,100,50,0.3,2
2070,50.0,50.698274562,100,50,0.3,2
2080,50.0,50.949714444,100,50,0.3,2
2090,50.0,51.184047971,100,50,0.3,2
2100,50.0,51.36212509,100,50,0.3,2
2110,50.0,51.542451623,100,50,0.3,2
2120,50.0,51.736493057,100,50,0.3,2
2130,49.0,51.932184729,100,50,0.3,2
2140,51.0,52.150477869,100,50,0.3,2
