iterations,fitness,time,samples,keep,m,trial
1040,768.0,1650.73703714,100,50,0.3,1
1050,763.0,1665.85737198,100,50,0.3,1
1060,763.0,1681.22869535,100,50,0.3,1
1070,765.0,1696.2276703,100,50,0.3,1
1080,767.0,1711.46483354,100,50,0.3,1
1090,763.0,1726.67512016,100,50,0.3,1
1100,763.0,1741.66336495,100,50,0.3,1
1110,765.0,1756.85024866,100,50,0.3,1
1120,765.0,1771.95236337,100,50,0.3,1
1130,765.0,1787.42086389,100,50,0.3,1
1140,761.0,1802.70110591,100,50,0.3,1
1150,763.0,1818.03900789,100,50,0.3,1
1160,763.0,1833.77528352,100,50,0.3,1
1170,765.0,1849.08427514,100,50,0.3,1
1180,765.0,1864.60465199,100,50,0.3,1
1190,763.0,1879.81741967,100,50,0.3,1
1200,765.0,1896.31199857,100,50,0.3,1
1210,765.0,1911.78960681,100,50,0.3,1
1220,763.0,1926.94953308,100,50,0.3,1
1230,763.0,1941.95389312,100,50,0.3,1
1240,769.0,1957.49033045,100,50,0.3,1
1250,767.0,1972.54270179,100,50,0.3,1
1260,765.0,1987.52435987,100,50,0.3,1
1270,765.0,2002.42389117,100,50,0.3,1
1280,763.0,2018.16419953,100,50,0.3,1
1290,765.0,2033.26585141,100,50,0.3,1
1300,765.0,2048.58827133,100,50,0.3,1
1310,763.0,2063.58382521,100,50,0.3,1
1320,763.0,2078.91164329,100,50,0.3,1
1330,765.0,2094.21638411,100,50,0.3,1
1340,765.0,2109.73342202,100,50,0.3,1
1350,767.0,2124.89701539,100,50,0.3,1
1360,767.0,2139.95658086,100,50,0.3,1
1370,765.0,2155.60645389,100,50,0.3,1
1380,765.0,2170.4652939,100,50,0.3,1
1390,767.0,2186.79783463,100,50,0.3,1
1400,765.0,2204.25457647,100,50,0.3,1
1410,763.0,2220.88164707,100,50,0.3,1
1420,763.0,2236.04218294,100,50,0.3,1
1430,763.0,2251.31559202,100,50,0.3,1
1440,767.0,2266.58458034,100,50,0.3,1
1450,765.0,2282.26671523,100,50,0.3,1
1460,763.0,2297.83890544,100,50,0.3,1
1470,765.0,2312.9800353,100,50,0.3,1
1480,763.0,2328.368181,100,50,0.3,1
1490,765.0,2343.65195295,100,50,0.3,1
1500,765.0,2358.92565311,100,50,0.3,1
1510,769.0,2374.45867238,100,50,0.3,1
1520,769.0,2390.7178171,100,50,0.3,1
1530,764.0,2406.11486927,100,50,0.3,1
1540,767.0,2421.3353121,100,50,0.3,1
1550,765.0,2438.14598437,100,50,0.3,1
1560,763.0,2453.87760373,100,50,0.3,1
1570,767.0,2469.30258658,100,50,0.3,1
1580,765.0,2485.26553464,100,50,0.3,1
1590,763.0,2501.47876358,100,50,0.3,1
1600,765.0,2517.13123158,100,50,0.3,1
1610,765.0,2532.57750313,100,50,0.3,1
1620,765.0,2548.02841648,100,50,0.3,1
1630,765.0,2563.28979436,100,50,0.3,1
1640,765.0,2578.84707163,100,50,0.3,1
1650,763.0,2593.95369287,100,50,0.3,1
1660,765.0,2609.87662548,100,50,0.3,1
1670,765.0,2625.367346,100,50,0.3,1
1680,765.0,2640.65034432,100,50,0.3,1
1690,765.0,2655.95044708,100,50,0.3,1
1700,765.0,2671.61159766,100,50,0.3,1
1710,765.0,2687.7678463,100,50,0.3,1
1720,767.0,2703.7809759,100,50,0.3,1
1730,763.0,2719.28541858,100,50,0.3,1
1740,765.0,2734.64482883,100,50,0.3,1
1750,765.0,2751.34783695,100,50,0.3,1
1760,765.0,2766.79530629,100,50,0.3,1
1770,765.0,2782.2917057,100,50,0.3,1
1780,765.0,2798.18662659,100,50,0.3,1
1790,765.0,2813.65514553,100,50,0.3,1
1800,763.0,2828.86233509,100,50,0.3,1
1810,765.0,2844.67340549,100,50,0.3,1
1820,765.0,2859.92516738,100,50,0.3,1
1830,765.0,2875.75284725,100,50,0.3,1
1840,765.0,2891.14793767,100,50,0.3,1
1850,765.0,2906.79368125,100,50,0.3,1
1860,767.0,2927.29843377,100,50,0.3,1
1870,763.0,2943.3480625,100,50,0.3,1
1880,765.0,2961.75906563,100,50,0.3,1
1890,767.0,2980.83509678,100,50,0.3,1
1900,763.0,2998.66778551,100,50,0.3,1
1910,767.0,3024.92851336,100,50,0.3,1
1920,765.0,3042.17943746,100,50,0.3,1
1930,767.0,3064.0798845,100,50,0.3,1
1940,763.0,3083.71183532,100,50,0.3,1
1950,763.0,3111.87642067,100,50,0.3,1
1960,763.0,3138.41252435,100,50,0.3,1
1970,763.0,3170.7956521,100,50,0.3,1
1980,763.0,3205.44957873,100,50,0.3,1
1990,763.0,3245.12414423,100,50,0.3,1
2000,765.0,3292.1111686,100,50,0.3,1
2010,765.0,3346.19734262,100,50,0.3,1
2020,765.0,3390.79084579,100,50,0.3,1
2030,765.0,3409.93553761,100,50,0.3,1
2040,765.0,3431.84440953,100,50,0.3,1
2050,767.0,3450.60200569,100,50,0.3,1
2060,765.0,3475.19470807,100,50,0.3,1
2070,763.0,3493.21310883,100,50,0.3,1
2080,765.0,3511.99297693,100,50,0.3,1
2090,763.0,3532.63279476,100,50,0.3,1
2100,765.0,3566.90164089,100,50,0.3,1
2110,767.0,3586.05023387,100,50,0.3,1
2120,766.0,3604.49176341,100,50,0.3,1
2130,765.0,3623.13086895,100,50,0.3,1
2140,765.0,3642.10090918,100,50,0.3,1
2150,765.0,3661.44267473,100,50,0.3,1
2160,765.0,3679.5604769,100,50,0.3,1
2170,765.0,3698.36660041,100,50,0.3,1
2180,765.0,3716.25110097,100,50,0.3,1
2190,765.0,3734.12943068,100,50,0.3,1
2200,765.0,3753.37009508,100,50,0.3,1
2210,765.0,3772.41770005,100,50,0.3,1
2220,767.0,3790.57691773,100,50,0.3,1
2230,763.0,3809.07745949,100,50,0.3,1
2240,765.0,3826.45727506,100,50,0.3,1
2250,765.0,3844.33023544,100,50,0.3,1
2260,765.0,3861.46334031,100,50,0.3,1
2270,765.0,3881.8128607,100,50,0.3,1
2280,765.0,3900.29052629,100,50,0.3,1
2290,763.0,3918.05099648,100,50,0.3,1
2300,765.0,3935.11387116,100,50,0.3,1
